#{"t_start": 1762030206.9210997, "env_id": "None"}
r,l,t
135.79458,340,1285.331732
147.612848,422,1288.184635
-109.196088,999,1296.494455
-140.441396,1234,1303.037826
-129.272399,1444,1310.474703
122.83011,340,1313.212263
-139.126778,982,1349.284266
127.991196,422,1352.455466
-95.566032,1248,1363.649441
192.393226,1247,1374.466683
135.86328,340,1377.276134
262.61918,791,1384.538523
-67.283133,1052,1393.529017
127.38253,414,1396.408517
142.654345,414,1399.31386
135.828165,340,1401.793421
135.862972,340,1404.370791
168.645808,1757,1418.553557
209.169004,756,1425.245405
-47.330118,820,1451.480725
-75.376355,1026,1459.72681
129.923469,414,1462.413423
-69.135941,1788,1471.004781
-80.473671,1003,1479.318818
248.345018,1406,1490.618499
150.84728,426,1493.593543
148.82921,1112,1502.74061
-107.260836,903,1510.192151
-26.700698,1042,1519.368085
-55.453706,1587,1531.967536
180.045924,1633,1552.323097
-127.331733,703,1555.860703
127.473277,1231,1561.275473
142.205689,731,1564.524375
129.028055,1316,1570.220069
-74.170743,1131,1574.843428
188.71543,2130,1585.487334
-127.114915,790,1588.467535
-127.011006,745,1591.55513
-101.110774,1916,1607.110497
-87.503631,1132,1612.945239
-10.651718,1463,1626.381355
-61.027601,1710,1639.256704
122.558472,1058,1648.692324
-75.244559,1270,1659.122082
135.757314,340,1661.840253
1.163184,1392,1670.601321
249.137957,1563,1703.235182
135.787146,340,1705.985502
-90.71025,1270,1716.62934
157.076494,1222,1726.514802
-47.685317,1052,1735.759466
242.554847,1238,1740.628001
-81.946181,862,1744.233081
145.845081,340,1747.190066
214.454963,1200,1759.455997
127.648068,1060,1770.071339
168.678514,2170,1799.070156
-63.713567,1074,1809.511224
229.384334,1087,1822.3058
-114.878405,1363,1837.356146
199.622167,1014,1840.951267
135.799088,414,1842.3202
149.963459,684,1844.866538
173.558256,1189,1858.232174
114.329214,875,1876.165755
202.683321,414,1882.921318
128.308667,404,1889.437061
142.395089,1276,1901.421875
129.325625,1116,1915.432934
-126.628088,1301,1948.685828
135.824371,340,1950.258274
175.865627,553,1953.851712
-38.736146,1569,1958.539676
-90.548343,1354,1973.400142
-139.46588,733,1977.015151
137.28853,611,1980.04087
-127.843706,967,1984.290443
141.393354,1178,1989.36828
142.344784,1216,1994.543512
-88.300161,1154,2011.444168
-133.842467,1631,2041.126437
135.818408,340,2050.619013
127.962352,414,2054.267659
-95.134568,1236,2059.401539
122.686953,1048,2063.940023
119.262438,1147,2069.23437
113.769328,1221,2074.646871
129.429143,931,2080.758471
182.422903,1504,2086.823795
285.243552,1496,2101.303152
152.817985,948,2105.419659
-15.59172,925,2109.742824
130.18046,638,2113.144919
122.386448,858,2117.265908
-115.737235,905,2121.122734
-87.178175,993,2125.508053
-134.345118,614,2128.76748
235.303676,1123,2133.038583
-139.119791,1286,2135.937827
175.551218,948,2139.180764
45.475336,1439,2156.436224
221.778618,1983,2163.639974
122.763568,414,2167.284926
-97.489667,850,2173.868616
109.749259,1047,2179.576176
-88.699979,1251,2182.388855
132.617498,1083,2186.101681
163.064524,1251,2195.035145
197.018635,1517,2208.684393
145.827018,340,2211.476323
149.388005,639,2235.296147
222.13039,2700,2241.731145
69.758688,1603,2247.050645
130.519346,1255,2257.855089
209.443219,829,2265.008427
160.672703,933,2268.426172
-107.551414,868,2272.196914
122.82615,659,2274.907475
362.303351,1443,2279.946282
132.127704,1705,2300.432995
258.070955,1332,2305.771011
127.856362,340,2307.091536
124.120035,1088,2312.413609
-73.742992,2132,2323.361222
178.006646,1330,2328.59803
-87.624284,1125,2332.948639
-134.53602,1058,2336.52835
389.549854,1655,2357.051978
142.417231,414,2358.57269
-126.800018,662,2361.366253
-91.108596,1836,2371.066649
393.145983,1731,2376.717612
122.668674,414,2378.079651
-143.324401,1170,2383.447049
159.247831,1697,2389.701972
-62.1208,1760,2395.945527
-122.176519,625,2412.265747
220.443266,1637,2416.524081
142.144569,931,2419.93915
185.568113,797,2423.126752
135.818943,414,2424.612571
142.932991,414,2426.068914
-95.35975,1475,2433.789804
314.651438,1398,2443.070552
170.355693,970,2448.748094
122.991346,340,2450.609809
142.140137,1512,2457.579425
122.889127,414,2459.401572
335.935144,713,2474.757658
-65.768297,1717,2480.143326
-129.204921,659,2482.641075
288.568968,1598,2487.397993
109.952173,783,2490.0998
-83.317272,1225,2494.452499
154.273512,855,2497.27968
162.695107,822,2500.602082
158.411701,1135,2504.171179
255.382826,945,2507.480598
295.285482,1228,2523.966822
165.547184,764,2526.970452
148.822563,935,2530.284381
124.460332,1518,2536.485231
-115.156896,904,2542.684256
148.165524,413,2544.438502
132.58206,866,2549.020799
142.076908,1437,2555.837974
181.967755,1312,2561.657635
202.433908,901,2566.924632
175.93364,340,2568.563899
302.414173,1262,2589.545673
142.930244,767,2592.358309
192.398724,1211,2596.376113
138.427514,1583,2601.17929
147.443653,913,2604.156067
-104.054871,880,2607.124214
-90.440846,1098,2610.519371
205.870182,340,2611.651523
147.688678,896,2614.767539
-34.364251,1890,2618.668968
148.470453,1966,2637.584618
135.741936,340,2639.346038
138.55841,1872,2649.002539
229.596722,1276,2655.283319
-111.40459,1967,2664.257624
127.902414,340,2665.80756
-122.586429,1141,2671.074231
124.629256,1195,2675.675353
-79.70234,1401,2693.512203
155.820872,421,2694.82801
-44.076279,2123,2699.209034
122.464625,416,2700.601228
-139.213288,1019,2702.947834
145.591324,455,2704.260991
114.258568,1750,2710.2093
137.389628,670,2717.637861
-90.943423,1879,2727.832963
-128.197098,1400,2738.809954
-112.318762,1495,2780.944908
68.346851,2700,2787.892416
-102.050459,1313,2793.705932
119.392576,1002,2796.955583
142.923538,421,2800.489567
235.604328,968,2804.680176
128.65297,1195,2812.428936
257.429651,1172,2816.422567
-105.191035,938,2825.790507
133.004653,663,2845.753273
-107.543783,831,2852.203092
-121.460872,697,2861.738406
175.732873,720,2869.601441
135.880781,340,2872.491174
4.691887,1407,2883.264251
127.418277,914,2893.719156
-55.425465,995,2904.677495
-68.727925,1410,2911.861726
1.768494,2531,2930.774649
222.029456,1089,2976.742011
132.448953,792,2981.969045
157.624674,1197,2988.383067
13.957208,1752,2997.596254
-107.447241,1128,3005.874341
130.382156,930,3014.516286
140.67353,340,3017.104923
247.562429,1981,3032.084485
116.380877,1380,3036.74786
114.094607,1083,3054.662966
64.437596,1658,3067.103997
209.332384,1613,3081.611532
142.248614,930,3090.708854
-124.029293,1409,3099.070045
222.083662,1479,3123.032198
122.499344,1580,3141.56854
-107.074248,865,3157.491268
208.434055,1109,3247.44238
222.656874,859,3264.649461
5.347651,1804,3312.652716
-73.871048,1655,3341.089988
123.147303,414,3345.331612
249.557111,1470,3364.056644
135.878305,414,3367.869576
-46.79825,1799,3392.350632
4.408604,1459,3406.17651
1.099349,882,3446.569632
149.415085,1205,3460.663162
-127.96882,626,3469.829665
259.054176,1290,3485.104069
-112.622948,1124,3498.924453
24.506821,1288,3514.842152
-124.512364,1153,3525.762341
-139.042424,717,3532.252301
142.987192,1085,3542.555658
135.795324,340,3546.587391
142.428216,924,3557.077953
190.000815,1017,3606.271139
129.122602,963,3619.199771
123.023711,418,3623.181848
150.921313,425,3626.952465
135.926149,340,3631.155461
135.858204,340,3635.691077
-72.186126,882,3646.684518
-65.743176,1750,3670.527721
-118.784735,654,3680.442251
433.520462,1953,3712.916817
-124.353563,897,3726.9223
-47.743579,1483,3753.548367
188.973021,1947,3817.077591
135.718378,340,3821.552126
342.538762,929,3834.717298
203.04312,811,3851.6673
162.448175,956,3867.791749
122.44786,340,3872.455948
135.653884,414,3878.263567
135.615946,414,3885.078951
-106.870354,663,3896.769351
168.892083,1364,3916.839473
155.838685,340,3921.47137
-123.762001,1206,3943.169923
142.691943,704,3956.742636
-104.898073,854,3969.92837
-94.601192,1180,4017.327023
-114.439188,913,4027.208262
-127.457985,1040,4038.77319
136.071181,667,4045.33996
185.896222,1064,4055.352361
172.784511,340,4059.073208
122.623259,414,4062.510191
56.118059,1047,4079.430997
185.625081,761,4092.155202
122.673408,821,4106.436028
-93.799692,1313,4120.586403
123.350638,340,4125.032889
124.7027,1068,4175.065725
-107.076588,1462,4186.598762
103.070133,1463,4198.393752
140.679908,340,4201.443206
156.074861,408,4205.878665
161.80033,1432,4221.888396
139.411068,1344,4238.786121
45.23837,1103,4244.958231
-47.51025,1079,4248.901365
135.699405,1008,4252.876487
-79.509288,791,4254.940246
-48.425733,901,4286.792635
-115.334484,883,4296.598263
147.723815,1433,4313.568472
-100.013881,1519,4321.401585
-77.44214,954,4330.172239
-94.895027,1365,4345.857307
182.964067,643,4354.306343
-81.596554,1855,4368.561947
44.653429,1118,4378.486161
269.197695,1514,4432.236746
124.071999,1463,4449.275176
131.999761,926,4458.6272
130.650605,1766,4478.411212
-27.124497,939,4494.666664
-38.781675,1818,4524.072611
136.033143,331,4528.910067
-134.496221,876,4542.74262
147.222475,989,4546.870981
155.803595,340,4548.055658
155.822807,340,4560.334096
132.826074,340,4561.476733
144.342597,1222,4565.822852
-114.210361,1298,4570.352443
-98.647745,1573,4575.213497
169.232987,1541,4580.039773
162.553527,1244,4584.01981
270.405287,1243,4587.833391
109.933548,414,4589.077749
114.418085,1658,4593.786891
199.121637,1228,4608.651879
-116.694389,2057,4612.426286
-75.644038,1849,4617.538027
257.657531,1169,4621.109261
-120.152298,1857,4624.810489
122.951939,340,4626.156303
135.758362,340,4628.730711
-122.374821,1600,4642.546441
114.821452,972,4671.839672
150.829743,340,4674.378584
148.996098,930,4688.321411
140.762441,340,4692.930165
-143.124201,828,4700.832708
185.835879,340,4701.978972
-139.004275,723,4704.551407
-79.060091,930,4706.777887
153.900015,1543,4713.182119
122.341577,422,4715.400311
115.862381,1647,4721.169938
135.816391,340,4722.368045
-135.115281,699,4724.945445
138.990608,1154,4728.706265
299.277953,1057,4743.089301
197.43489,1062,4746.527395
271.955003,772,4749.555068
135.906182,340,4750.680115
-50.931989,824,4753.353463
335.402135,1211,4757.372816
322.306342,1072,4761.163305
235.071551,2700,4767.175629
222.352754,1065,4770.878361
182.606695,1157,4786.016896
460.729634,2700,4793.79196
155.848124,340,4794.947235
135.827048,340,4796.184344
195.783202,414,4797.54282
-119.503614,1202,4802.025447
-66.981694,1018,4806.000546
-4.994787,831,4809.184113
-138.993485,1804,4813.252653
152.093171,1056,4816.913513
132.894675,414,4818.22281
169.540302,870,4832.603305
140.52838,1197,4836.570786
122.763154,340,4840.041065
122.728607,576,4844.959123
-127.464028,1372,4858.99729
181.906718,1200,4863.248177
-89.707271,1085,4866.923522
148.525353,2436,4874.671105
122.586473,340,4875.861928
135.862323,340,4876.997237
233.004876,608,4882.447844
158.327525,1590,4915.670497
109.350571,1066,4934.241746
279.320788,932,4937.584118
129.830587,1173,4941.436681
472.203081,2484,4949.070832
205.694413,872,4952.472052
-65.596986,1221,4960.772813
137.508879,1482,4977.335368
143.023315,340,4982.802091
122.259617,414,5025.717483
158.968996,1140,5046.195619
135.787705,340,5051.765439
135.751441,414,5057.268161
-75.415332,1263,5075.005658
135.580115,1109,5093.759188
-139.231394,889,5109.455488
-127.360682,857,5117.846585
150.835496,418,5124.450984
140.84275,2164,5143.72008
215.548808,720,5154.733762
138.11003,940,5162.917648
122.340083,414,5166.319107
-123.951049,831,5214.720565
-139.256899,655,5224.925188
-138.991002,822,5234.798693
169.948109,1406,5257.57566
182.926886,827,5266.841045
142.450433,1211,5274.690516
310.604108,1079,5279.171992
228.828655,1145,5284.851355
-75.51195,1453,5290.698547
-97.374687,1315,5301.353741
135.755322,414,5316.555581
124.405075,1147,5320.330428
-113.555958,1217,5322.996852
135.759602,340,5324.113817
122.603172,1130,5327.851779
122.745157,1249,5331.772707
124.887032,781,5334.509818
-109.505778,1011,5336.938861
-104.09491,1489,5344.144715
122.459791,792,5347.315933
155.842735,414,5351.663369
-50.008591,1542,5402.20565
-94.600411,1373,5418.395377
145.966783,344,5421.962678
-70.271846,1835,5434.093346
167.486667,1132,5443.062599
-118.918,664,5449.932374
130.490105,2550,5465.124638
155.362241,1076,5477.14853
135.84255,340,5481.540408
137.554264,901,5533.270647
133.027109,437,5538.591324
135.822756,340,5543.280178
212.198384,1039,5558.759126
122.969904,417,5562.118851
-77.251274,1228,5576.501559
225.022754,1880,5588.114412
-133.602495,1022,5594.72357
-128.081272,813,5599.311509
123.188024,422,5600.600584
-68.800089,1195,5606.397617
183.535038,2161,5648.48247
162.841445,340,5651.00188
-139.477014,893,5658.239073
-134.551902,1419,5665.326296
164.424464,1382,5675.557609
-29.236668,1842,5684.538291
-55.47607,1532,5695.898822
222.688144,1064,5704.280598
-103.134481,1982,5719.710158
135.726977,340,5746.239197
187.834085,1189,5756.071346
215.942166,414,5758.901449
234.983498,810,5766.007965
-106.50472,1373,5774.094759
222.731133,1080,5778.818642
152.461603,775,5782.04015
-90.830166,1430,5787.69105
135.787591,340,5788.906631
251.578696,1749,5794.687483
-69.02462,1460,5797.665817
159.163909,450,5809.364862
63.778535,2700,5814.329849
-104.737479,1495,5824.92168
-127.178044,757,5831.526697
-133.772691,758,5838.084165
0.731618,1227,5848.292819
142.703632,424,5851.379247
-126.670178,1027,5859.908675
209.358347,716,5865.985289
135.762755,340,5868.813663
159.473882,1175,5890.696841
-4.183265,1899,5896.485828
-80.986308,1253,5902.20378
-100.058605,1897,5911.827406
321.630919,1315,5922.074738
-99.333733,1496,5929.546086
108.843537,1237,5939.446548
-107.223288,1113,5948.389522
185.73759,1251,5981.398163
245.001216,1290,5988.879546
152.563502,414,5990.221395
198.829309,1274,5994.631529
201.789889,1130,5998.123496
-90.570518,1474,6005.001529
137.42339,960,6010.518509
186.741064,1403,6017.174473
122.651003,818,6021.645944
156.357188,1485,6040.519665
122.915145,426,6043.484715
114.803826,995,6051.930578
135.66859,762,6058.345805
140.736985,340,6060.887604
142.264057,1365,6071.31142
-59.180951,1712,6080.025386
128.650739,1151,6088.781899
189.513117,969,6093.09988
138.94219,1289,6099.042203
313.561154,1858,6118.125776
-60.15974,2195,6122.618659
142.780867,340,6123.759413
-69.985752,1436,6130.152015
142.392769,1193,6135.01412
132.323596,856,6139.146909
-139.353225,1159,6142.117999
122.745559,800,6145.682196
122.070755,1163,6150.479249
155.991245,408,6152.014002
135.806321,340,6153.25101
-78.107068,1947,6177.521514
-99.926849,1389,6188.97256
127.486834,414,6192.065915
-123.521953,988,6197.863206
175.898827,558,6203.250921
-99.130804,1480,6211.701319
-10.29137,1449,6224.235811
189.953823,1555,6237.059707
170.728902,1140,6252.074369
114.861132,825,6324.309497
155.827135,340,6332.28333
-74.878067,1037,6361.721765
231.935555,1232,6395.751438
234.297035,2364,6458.19022
-69.305831,1306,6495.500569
124.868729,993,6523.669913
135.744167,340,6532.339684
248.687546,2196,6584.623543
-107.035013,908,6613.167401
155.701693,1148,6622.568582
-107.36451,942,6629.45436
-100.534121,1200,6634.319885
182.699356,810,6638.464442
-105.334611,1166,6643.381516
-134.083383,980,6647.422847
132.956479,414,6648.826231
127.475464,603,6651.622886
129.235368,850,6654.968632
40.150806,2077,6660.233759
24.442554,1359,6678.367229
135.854393,340,6681.002196
109.642825,414,6683.770483
154.059041,1394,6694.229847
-112.752339,870,6701.57475
170.709943,1049,6706.893132
150.786916,340,6708.128001
150.667326,414,6709.500218
-106.913182,1062,6712.983699
-119.933766,1155,6715.405723
137.359243,654,6717.755761
123.736415,1361,6722.015837
-29.984477,1503,6738.288733
217.53156,1035,6742.066819
123.182169,340,6743.522673
-19.340237,1252,6748.862665
172.418796,1333,6754.659089
135.777345,340,6755.824142
122.752219,414,6757.110044
-123.938975,732,6760.231264
140.748434,340,6761.363335
82.487004,2700,6768.47994
145.7616,340,6769.761607
122.648276,660,6772.761938
180.678192,830,6788.725108
-94.879522,1354,6798.373772
40.089587,2403,6808.489326
-95.266568,661,6815.072413
-97.204472,1209,6824.437891
454.909396,1772,6838.268857
-61.870918,1469,6849.797055
148.945364,1188,6857.249421
-2.750391,1800,6883.206414
-104.743115,966,6891.032907
-123.605537,1101,6897.348686
150.769023,340,6899.639231
-70.803089,1530,6905.535039
84.601658,1479,6910.418144
-95.277417,1267,6919.120557
128.712934,1462,6930.349824
-119.799063,956,6933.735586
122.892863,340,6951.704308
161.806093,447,6954.663087
129.088272,1000,6962.754241
-85.819468,1042,6971.124701
134.207392,1704,6981.934285
193.146163,1633,6993.427243
148.508315,1101,7002.084197
-78.746326,915,7009.829251
-71.019286,1372,7015.072204
273.176004,1331,7024.903547
114.131379,1205,7048.221289
215.874423,1070,7052.384433
135.677193,409,7053.589031
127.875878,414,7054.995183
139.0382,1612,7059.969249
-139.132269,825,7062.786033
149.294034,966,7066.045717
147.397084,1585,7071.073123
-112.401863,1202,7075.07189
-55.662479,1322,7079.67957
122.571959,928,7095.062527
212.003509,1574,7101.216336
-114.524481,848,7105.239049
135.411575,1087,7110.367846
152.890736,340,7111.595381
129.62278,1084,7115.25494
-139.229276,847,7118.271336
175.855609,340,7119.39552
125.074737,1427,7126.571514
178.234402,2213,7139.688495
173.574571,1882,7165.483239
135.707861,729,7171.866621
-102.446634,1546,7180.075747
135.604507,340,7182.572906
321.81027,1224,7188.667715
175.635625,1060,7192.511965
235.648186,1254,7196.563432
127.706018,414,7197.868107
-105.139207,1384,7202.244513
-107.04362,875,7209.311366
135.74263,340,7210.459478
-107.079563,813,7231.079926
155.771563,340,7232.277999
153.468648,1585,7242.713635
135.769157,414,7244.179976
133.437614,340,7245.495808
135.833077,340,7248.286052
-145.768976,1064,7254.350179
195.827779,340,7256.06289
122.84921,420,7258.643756
150.69646,715,7262.208115
145.789533,340,7263.903749
162.874914,646,7266.925071
-87.030267,1037,7271.191728
152.023462,1714,7279.883333
152.513559,414,7282.77907
142.577091,414,7285.576915
135.697983,340,7303.872556
145.938443,424,7305.621923
-14.74366,1021,7309.924156
153.434986,1866,7316.684866
-56.30682,1146,7321.332011
182.414618,728,7324.77702
147.71884,953,7329.050013
135.784905,340,7330.844946
175.503741,773,7334.212149
-103.272962,1071,7338.552477
-25.401411,1528,7344.867221
142.83961,671,7348.019429
162.506483,784,7360.589387
153.891968,1953,7368.020075
-138.83987,597,7370.398046
152.399312,1827,7377.31192
192.70851,1289,7383.192175
122.595114,340,7384.845602
-105.433777,1147,7389.586392
135.842695,340,7391.281356
-134.19648,743,7394.611219
261.852793,1458,7401.11475
-90.233161,1322,7414.81519
129.586142,1223,7419.759816
163.786535,441,7421.62213
140.751428,340,7423.345353
-75.574184,1253,7428.745779
122.623136,340,7430.448586
149.856821,966,7434.542644
262.509721,900,7438.540948
-36.36622,1636,7444.888701
142.187758,416,7446.787642
-54.871678,940,7450.841055
-96.638771,1030,7455.250925
137.601307,735,7467.274725
-122.413541,780,7470.858459
122.704263,884,7474.687837
159.95686,2700,7481.498389
123.851366,738,7499.95206
122.539833,877,7510.21598
123.412728,340,7511.842555
514.846782,2555,7518.698309
137.736589,751,7522.579604
122.984077,414,7524.626927
-74.752743,1098,7540.162894
142.831843,768,7543.971661
135.891068,340,7547.114661
-4.397877,1586,7551.477902
109.657202,792,7555.280736
-94.128973,1422,7561.153831
-75.753026,1624,7567.538555
-15.549152,1197,7572.518734
137.062766,1317,7577.838629
-138.528679,1197,7590.267911
349.032055,1684,7597.425468
121.976948,1396,7603.861469
133.784211,1431,7612.620378
-107.487633,1196,7617.57373
175.850003,340,7619.054182
135.932637,340,7620.388165
-80.49239,1275,7624.862155
138.953483,1123,7629.879502
129.111194,1012,7634.493495
152.593185,1189,7650.123527
122.1602,737,7652.870157
182.043966,1163,7656.54316
202.340919,937,7659.478484
170.89241,340,7660.843815
-55.275822,1263,7665.410331
-98.797621,986,7668.73461
369.30895,1838,7675.105206
-100.328639,1783,7682.002527
135.763022,340,7683.114975
127.709636,414,7684.427074
-99.121636,1047,7696.50746
-122.409465,1832,7702.077645
135.984027,416,7703.267336
142.438339,900,7706.485623
283.36108,2643,7716.080711
-19.801256,1197,7721.51605
-106.665874,816,7725.040964
209.555487,1274,7729.256048
123.347326,340,7730.497275
136.163968,414,7731.726822
144.932913,1085,7749.707116
241.796657,1767,7763.332768
139.733116,1458,7774.568169
142.576547,962,7781.656893
135.722569,340,7782.868802
124.862018,800,7785.639194
122.852914,414,7786.821718
188.764389,1143,7790.332645
-90.564291,1426,7794.797659
-60.065329,1516,7800.416104
152.46814,414,7801.862784
295.595256,1082,7816.90357
132.276667,1200,7820.668601
160.904777,340,7821.914943
