#{"t_start": 1762038087.9919715, "env_id": "None"}
r,l,t
136.010702,423,1262.622649
-81.95104,1805,1275.694216
135.560049,340,1278.2207
-147.064735,1549,1289.926768
191.375537,1026,1298.106207
-122.167573,1334,1308.091113
118.659957,1240,1318.036134
378.954988,2464,1335.950706
143.379815,619,1368.802529
156.805519,1647,1381.818078
141.834044,1141,1391.193964
125.877111,2281,1407.670696
-91.998469,1176,1414.462501
-118.027882,1248,1424.153044
-66.61876,1543,1435.737182
-76.017891,2006,1471.367642
144.485597,1229,1481.762952
113.564249,414,1484.628163
-130.711271,1404,1496.687096
117.175761,340,1499.273541
125.366953,1297,1508.812671
225.92889,1016,1517.46861
-100.496784,1797,1530.875963
128.99125,1582,1543.39885
-86.232046,2364,1591.29427
-86.96817,1190,1600.915803
-104.220439,1883,1609.799879
-122.656312,1068,1618.145047
-140.967294,1798,1625.75473
141.069422,418,1627.725138
135.802559,340,1629.764059
-115.37292,1761,1638.844257
94.684413,414,1640.897779
110.471489,1222,1656.53406
121.727966,2286,1665.443739
135.875751,340,1668.155586
-150.666678,834,1673.285228
116.593559,781,1679.520085
338.559501,1116,1705.103821
153.417298,1672,1749.633348
-146.323977,1159,1779.341149
247.038515,1404,1818.006729
185.005517,1543,1955.481595
117.960827,976,1982.53557
129.49548,1198,2010.571666
281.443142,1409,2046.869107
108.677539,1407,2069.77905
-135.222773,881,2077.880914
145.070099,1993,2092.717956
191.540533,1609,2104.672722
133.284888,1050,2133.651948
60.762813,2700,2146.722809
-110.188033,1515,2156.093848
98.797336,1712,2162.686967
165.757792,340,2163.959906
175.753363,414,2165.365299
-81.280888,1268,2170.255058
-104.379895,950,2174.093634
135.834275,340,2175.410369
-130.179485,1159,2179.78469
-105.840187,1122,2194.668278
123.411789,1026,2198.704868
110.574534,1951,2205.352788
143.310941,953,2208.980942
111.404559,1656,2214.449583
120.926749,1124,2219.591965
-48.708594,1093,2223.713817
199.455616,2144,2242.117028
138.57026,829,2245.342034
213.404901,1377,2250.397399
135.828718,340,2251.976673
-144.127919,1072,2257.507042
-33.716412,1286,2267.141932
-140.115412,719,2271.368427
-141.887453,1084,2279.929414
113.615556,414,2282.61773
116.46408,1410,2292.788317
-14.534258,2135,2328.877295
128.109933,340,2331.270372
136.380237,1165,2339.722867
-140.695701,1683,2347.222862
135.889618,340,2349.808059
-146.802991,1140,2358.170611
135.924271,340,2360.616325
108.588151,744,2366.642557
215.214982,1250,2376.253064
110.363438,1334,2386.193877
203.587194,1282,2395.847759
186.347848,871,2402.102592
152.742595,1418,2430.105511
192.128748,913,2433.576239
-110.989772,1279,2438.364006
244.029128,1689,2443.897624
213.675244,1236,2448.17757
-4.051776,1893,2455.563087
-60.087025,1889,2461.103762
105.130461,1165,2495.039083
-73.033137,1224,2505.299574
291.381764,1419,2516.768255
-75.391832,1849,2531.331635
-100.023847,1014,2537.064611
198.75975,1052,2545.782458
129.254834,1667,2553.845954
-64.498361,1079,2557.583677
106.653613,1088,2571.62992
117.888136,957,2575.61681
130.112523,1105,2579.864575
108.890425,808,2582.629621
133.877053,420,2583.841447
150.789349,340,2584.950428
-64.695656,2369,2589.504875
135.893522,340,2590.634907
-135.039391,945,2593.823846
135.008617,962,2597.594245
-12.638913,1019,2601.667804
-137.323568,1098,2606.770923
-130.895293,691,2627.016478
135.868548,340,2629.636136
302.025088,1120,2639.154659
-159.282813,1061,2647.819898
109.933165,1253,2658.266389
121.492632,1027,2666.69627
153.186005,1143,2676.012099
-139.988417,507,2681.051095
139.123019,2277,2698.576922
173.217453,1087,2707.973532
-95.014347,1627,2751.197669
102.954251,1268,2762.348755
-77.254338,2071,2779.358778
-89.608319,2185,2795.650554
-118.04479,1271,2805.768256
-68.321622,818,2812.797967
-137.413864,922,2817.772028
-97.69448,908,2825.334217
168.689474,962,2858.367645
-157.914791,812,2866.036613
113.201076,983,2874.136828
-147.556629,606,2879.651008
135.663717,414,2882.522953
-112.073527,1802,2895.987905
-146.828652,943,2904.276307
155.817022,340,2906.753147
-109.809485,705,2912.897033
-38.979648,2505,2931.485281
135.778581,340,2933.833217
153.557385,840,2967.560542
89.615287,1475,2978.41276
175.855789,414,2981.50734
271.109083,1558,2993.15
233.442803,1572,3005.383428
188.651707,877,3012.802298
-62.798183,1760,3026.158888
-134.912187,929,3033.880224
142.178834,1274,3044.073161
136.352614,454,3047.005055
110.664205,719,3080.134268
-126.59763,1155,3086.206879
-125.382732,977,3094.497476
-135.031267,958,3102.299209
-77.567301,1855,3115.393785
-105.036313,1407,3126.022383
-7.05991,2059,3140.169044
125.923075,1960,3154.886858
135.768003,340,3183.415365
168.956334,1456,3194.76076
135.906423,340,3197.211113
-158.897838,1288,3203.817668
250.997698,1059,3213.02229
-131.867794,1062,3224.154461
113.826761,1228,3233.809469
124.411653,2564,3251.846925
106.145425,897,3259.667275
271.972521,449,3262.605619
-148.33252,1187,3298.297206
-113.423976,1234,3308.118742
-158.83449,1029,3313.704559
118.61607,340,3316.180518
-115.354565,1242,3325.857719
175.54624,1657,3338.169279
188.565075,1262,3347.967249
-135.087514,1019,3356.163252
-106.339455,922,3363.35632
155.463015,880,3370.451604
96.891666,1194,3406.130722
152.030301,340,3408.683822
-88.089831,993,3416.827189
193.344791,1167,3426.182
-119.958956,1373,3433.399423
166.728019,928,3441.05629
-116.465207,1416,3452.294286
178.286703,1687,3465.300173
135.710419,414,3468.190089
113.548272,822,3475.139164
118.670449,340,3477.650174
110.80257,694,3510.936377
131.131901,1019,3518.545992
133.480005,986,3526.679213
-156.461579,1411,3534.026067
155.80062,340,3536.442056
148.154703,1238,3545.685523
-6.01676,1980,3555.333388
-141.928392,1127,3564.211407
-159.315255,753,3570.265887
119.03953,818,3576.924905
172.87625,2016,3616.736521
180.34027,2284,3633.306013
134.327357,1653,3645.721751
165.841206,340,3648.166563
92.260129,1684,3661.397616
129.291347,977,3669.460731
113.953799,340,3671.653245
175.959239,425,3674.579359
106.90516,1144,3683.726164
-96.903683,1234,3719.731755
84.297817,981,3726.974854
155.794453,414,3729.846443
211.523345,1995,3744.214131
-147.821895,1436,3751.403012
164.034539,414,3754.275578
150.236389,2043,3769.211724
288.525908,1543,3781.125348
117.17076,414,3783.989623
140.889688,340,3786.406477
-70.482099,1215,3822.80406
-126.348721,1206,3832.000103
111.16261,896,3839.491569
22.699061,1899,3853.978387
113.051376,414,3856.424103
-158.563642,680,3862.267925
94.426452,1144,3871.10472
-134.205699,1356,3881.362584
-109.401005,1247,3891.028453
-22.503938,2293,3933.932278
-59.237875,2187,3944.821233
-110.035882,1219,3954.23592
-85.00713,1099,3963.066335
-99.327101,1241,3972.730407
113.817512,340,3975.233461
153.646499,742,3981.458859
51.410276,2267,3998.790754
-34.615312,1424,4034.452891
-141.246789,940,4041.524776
-97.620283,1546,4053.678899
233.923424,1210,4062.931274
-126.313319,1939,4072.553295
-53.844368,772,4078.338624
4.933664,1900,4093.079959
195.665543,1769,4106.399782
-119.453053,1353,4143.506421
135.314826,1053,4151.767826
180.036684,445,4154.917847
205.863062,340,4157.505506
135.894245,340,4160.623447
-33.744816,1643,4166.315943
-113.264213,1179,4170.60809
130.851857,1656,4175.565235
128.895697,414,4176.864474
128.584533,1019,4180.048773
112.441216,1442,4184.543762
191.287773,1337,4200.436835
-24.561005,1085,4203.189804
-149.530467,604,4205.665108
-79.046517,1654,4211.453267
-141.437273,1044,4214.315041
211.221286,1993,4220.010802
118.145002,414,4221.479205
-130.075847,2064,4227.914708
124.326927,1177,4244.462802
-146.539896,1026,4249.978416
-139.91911,1127,4255.563828
-58.079034,826,4257.920326
-103.207448,1338,4262.092198
-147.853058,1399,4266.159408
-86.140477,1666,4274.842944
107.769503,1662,4282.839394
135.417043,1085,4288.494463
118.120921,862,4305.572908
-52.487255,2139,4310.853636
-21.654911,2252,4320.546182
-99.587323,1057,4325.008109
-114.775736,1387,4331.039038
-62.032686,1449,4334.654545
-154.561798,873,4338.295935
118.59404,414,4339.525374
133.716322,340,4340.62463
-119.642178,1118,4359.495992
-138.077275,1335,4365.646296
-44.922742,1063,4370.641875
-113.165354,798,4373.533299
162.99668,1532,4381.136565
135.853387,340,4382.307213
135.81616,340,4383.791295
273.849328,1127,4389.989204
111.4439,414,4391.583731
17.004509,2700,4399.618387
-158.407361,940,4413.726638
15.511326,1328,4419.718028
-147.708834,1288,4423.023197
110.947605,856,4426.191995
193.179053,875,4430.661666
32.980598,2700,4438.091563
250.784265,780,4442.265464
140.567156,790,4446.255269
290.508925,1183,4452.120845
210.287284,1018,4467.636746
-128.249067,1220,4472.238274
-137.922873,777,4475.480735
-78.058979,1465,4478.885535
110.002636,1238,4482.870194
-68.823815,953,4486.001544
113.12093,1031,4489.448493
120.940085,1903,4498.317302
206.088923,2337,4536.517791
-127.527053,730,4542.948702
-73.913537,1388,4553.813611
363.134936,2284,4567.610918
136.240461,1274,4573.101924
155.803932,1484,4581.140762
135.757454,340,4583.807258
173.159421,1579,4595.843636
-135.772735,1538,4619.998273
-117.11755,1366,4624.654905
301.043452,1578,4635.137596
141.040606,410,4638.073374
-146.103335,1187,4646.979346
-70.733058,2392,4658.890369
113.849636,340,4661.352664
-87.964698,1175,4670.250404
-130.860498,979,4676.369538
135.836687,340,4677.48837
-117.35921,1284,4704.587603
98.713261,1094,4713.523897
-28.963338,1371,4724.031769
100.66354,1668,4734.002587
135.827981,340,4735.425735
-132.119452,620,4738.101769
-158.434908,1037,4741.186598
-128.126098,1344,4746.905467
155.841106,340,4748.232616
157.88215,995,4752.658733
211.189939,1004,4756.149737
-121.463089,1269,4769.534662
110.448207,1344,4774.036635
96.544551,2700,4783.744677
128.478073,838,4787.963527
117.176891,1183,4794.261908
-88.612824,1051,4802.791569
45.428565,1112,4806.485063
185.828009,340,4807.73075
-28.670844,1373,4823.420468
153.893442,1431,4828.901989
-158.102604,1082,4831.970466
-117.006123,1543,4838.289782
122.684263,2167,4845.425596
-128.400026,792,4848.363167
-128.70881,1307,4851.154465
135.871201,340,4852.297998
110.937435,1658,4857.410565
-116.697142,1398,4872.100841
-99.980013,1438,4877.852571
319.811709,1217,4882.183371
-39.442158,1920,4886.838561
145.821385,1561,4892.191016
135.782717,414,4893.914095
-134.942279,1441,4899.165306
-68.074794,1536,4905.57489
-95.221801,2034,4925.133636
135.932725,423,4926.571702
-111.060586,1199,4931.397827
-108.719225,1873,4938.444031
118.783727,1545,4941.888878
183.725141,712,4944.844425
135.889317,340,4946.024914
135.684147,2326,4954.749785
174.432844,335,4955.975705
175.53381,855,4972.477312
-39.083656,1728,4984.923945
113.867749,340,4987.39391
156.109934,1492,5000.261798
116.414338,1249,5009.959207
318.261584,1558,5018.024215
-138.527251,1226,5027.919472
98.913841,1793,5041.297773
149.007715,859,5072.56206
-115.751538,1719,5078.341802
-135.710399,1588,5083.687763
190.669567,1270,5088.309025
155.759244,340,5089.498044
230.95652,1762,5096.697185
211.187591,1706,5103.339265
173.469666,933,5107.215572
133.632498,1083,5111.013806
-126.198983,587,5130.589033
-112.4556,1215,5139.805
127.237172,417,5143.19912
128.850615,810,5147.630873
-114.615012,1120,5151.523186
-97.575683,1862,5157.245906
240.246595,2691,5165.660969
-138.26462,782,5169.256362
-76.626748,1296,5174.096485
136.00743,414,5185.199433
120.835916,2700,5190.822237
2.614882,2700,5196.321452
160.779281,853,5202.564066
263.574964,2457,5216.076523
-142.813119,955,5223.964973
-92.939279,2532,5255.313502
140.84118,340,5257.882164
133.079894,340,5261.261359
139.794839,1320,5272.779981
-147.547133,739,5278.817171
161.940801,423,5282.798659
156.518233,1199,5295.981378
152.262136,2134,5309.912191
170.718072,1214,5321.39965
11.623913,1397,5336.169327
155.502313,2603,5364.298423
189.60448,1322,5370.707261
135.734742,340,5372.019608
167.460144,1627,5377.484158
-41.982098,2409,5385.30592
88.43279,1414,5389.9895
-94.623715,1775,5404.221447
155.774731,340,5405.513256
-50.144789,907,5409.020213
-119.824029,1100,5412.883512
214.668953,2309,5420.109862
120.548924,1622,5425.638283
173.945089,937,5429.186714
-112.678007,1436,5438.708757
88.315748,1265,5443.344627
157.650714,959,5462.321703
-84.682127,1289,5466.565951
186.586703,1222,5472.088927
155.816808,340,5474.023181
-136.866512,726,5478.54752
-146.121323,964,5484.541134
111.418598,414,5486.179646
101.623865,1363,5491.688523
135.784973,340,5493.266112
151.751476,1006,5499.976561
92.339335,1027,5506.463336
183.102815,1221,5512.549323
-74.463902,1117,5525.701227
-116.83313,1595,5531.045357
114.403259,897,5534.744897
151.205551,1198,5539.272545
-153.44764,843,5542.96325
116.909997,420,5544.629589
185.133455,1664,5551.3827
-147.008035,1282,5556.338732
143.496841,882,5559.473006
106.953879,1532,5572.698291
-28.904904,1910,5578.688488
-128.279758,1915,5588.363274
-115.329682,1076,5596.14013
88.852463,1059,5603.995602
129.109251,846,5610.526532
67.669659,1846,5621.153491
-54.473312,1607,5627.395972
184.058322,1169,5643.498435
140.869223,340,5644.944445
112.911247,425,5646.671163
22.942211,2287,5656.25897
118.665095,418,5657.879254
-121.407118,1315,5663.670301
155.871004,340,5665.315698
83.806766,1377,5670.552773
130.703488,793,5673.896316
113.948305,340,5675.223417
-94.776302,1794,5681.12628
-133.050561,1186,5705.915964
118.551299,414,5708.346356
175.9298,425,5709.933918
-10.577827,1847,5717.374627
-126.388987,1207,5721.472064
118.45977,340,5722.725968
